Time (s),Left Tibialis Anterior A,Left Medial Gastrocnemius A,Right Tibialis Anterior A,Right Medial Gastrocnemius A,Left Rectus Femoris A,Left Medial Hamstrings A,Right Rectus Femoris A,Right Medial Hamstrings A,Left Peroneus A,Left Soleus A,Right Peroneus A,Right Soleus A
0.9605,3.95E-05,1.89E-05,-3.40E-05,-5.09E-05,2.16E-05,2.51E-05,-1.56E-05,-0.000134034,1.93E-05,1.20E-05,0.00028298,8.22E-06
0.961,3.89E-05,2.17E-05,-3.08E-05,-4.92E-05,2.25E-05,2.74E-05,-1.91E-05,-0.000137446,2.15E-05,1.29E-05,0.000325882,2.95E-05
0.9615,3.52E-05,2.37E-05,-2.74E-05,-4.75E-05,2.28E-05,3.01E-05,-2.14E-05,-0.000137445,2.62E-05,1.48E-05,0.000384928,4.52E-05
0.962,3.03E-05,2.44E-05,-2.20E-05,-4.53E-05,2.36E-05,3.23E-05,-2.21E-05,-0.000137285,3.15E-05,1.62E-05,0.000458892,5.46E-05
0.9625,2.88E-05,2.43E-05,-1.59E-05,-4.23E-05,2.54E-05,3.39E-05,-2.18E-05,-0.000138736,3.49E-05,1.61E-05,0.00053408,5.59E-05
0.963,3.43E-05,2.47E-05,-1.21E-05,-3.92E-05,2.72E-05,3.52E-05,-2.20E-05,-0.000141454,3.53E-05,1.47E-05,0.000580603,4.67E-05
0.9635,4.54E-05,2.57E-05,-1.17E-05,-3.69E-05,2.88E-05,3.62E-05,-2.20E-05,-0.000144494,3.43E-05,1.35E-05,0.00057012,3.11E-05
0.964,5.71E-05,2.54E-05,-1.33E-05,-3.44E-05,3.01E-05,3.64E-05,-2.13E-05,-0.000146451,3.30E-05,1.32E-05,0.000499368,2.03E-05
0.9645,6.69E-05,2.37E-05,-1.57E-05,-3.13E-05,3.16E-05,3.71E-05,-1.90E-05,-0.000146647,3.13E-05,1.31E-05,0.000390934,2.12E-05
0.965,7.56E-05,2.19E-05,-1.96E-05,-2.94E-05,3.32E-05,3.79E-05,-1.49E-05,-0.000145416,2.87E-05,1.23E-05,0.0002676,3.04E-05
0.9655,8.41E-05,2.05E-05,-2.71E-05,-2.95E-05,3.45E-05,3.82E-05,-1.01E-05,-0.000143818,2.52E-05,9.86E-06,0.000123558,3.96E-05
0.966,9.18E-05,1.88E-05,-3.89E-05,-3.11E-05,3.52E-05,3.72E-05,-6.15E-06,-0.000142634,2.15E-05,6.70E-06,-5.98E-05,4.39E-05
0.9665,9.91E-05,1.70E-05,-5.01E-05,-3.21E-05,3.57E-05,3.51E-05,-4.27E-06,-0.00014108,1.82E-05,5.06E-06,-0.000264199,4.38E-05
0.967,0.000107046,1.59E-05,-5.44E-05,-3.19E-05,3.62E-05,3.29E-05,-4.05E-06,-0.000137783,1.48E-05,5.70E-06,-0.000435285,4.20E-05
0.9675,0.000112203,1.58E-05,-5.22E-05,-3.22E-05,3.62E-05,3.06E-05,-3.64E-06,-0.000132523,9.92E-06,7.82E-06,-0.000541455,4.08E-05
0.968,0.000107757,1.65E-05,-5.19E-05,-3.46E-05,3.52E-05,2.83E-05,-2.06E-06,-0.000127003,3.92E-06,1.08E-05,-0.000581642,3.97E-05
0.9685,9.09E-05,1.69E-05,-5.91E-05,-3.88E-05,3.39E-05,2.61E-05,-3.99E-07,-0.000123148,-1.18E-06,1.34E-05,-0.000544064,3.86E-05
0.969,6.67E-05,1.67E-05,-6.86E-05,-4.20E-05,3.25E-05,2.38E-05,2.48E-07,-0.000120693,-2.84E-06,1.45E-05,-0.000427197,3.98E-05
0.9695,4.13E-05,1.54E-05,-7.07E-05,-4.21E-05,3.10E-05,2.07E-05,4.47E-08,-0.000117771,-1.73E-06,1.48E-05,-0.000269419,4.53E-05
0.97,1.56E-05,1.18E-05,-6.06E-05,-4.09E-05,2.85E-05,1.73E-05,-3.05E-07,-0.000112035,-9.77E-07,1.42E-05,-0.000119538,5.27E-05
0.9705,-1.23E-05,7.42E-06,-4.25E-05,-4.06E-05,2.60E-05,1.48E-05,4.74E-07,-0.000102667,-1.39E-06,1.37E-05,-7.82E-06,5.84E-05
0.971,-3.50E-05,4.30E-06,-2.40E-05,-4.26E-05,2.34E-05,1.29E-05,3.09E-06,-9.13E-05,-4.10E-07,1.33E-05,6.47E-05,6.12E-05
0.9715,-3.86E-05,8.32E-07,-1.12E-05,-4.59E-05,2.04E-05,1.10E-05,7.38E-06,-7.97E-05,2.01E-06,1.38E-05,0.000120615,6.11E-05
0.972,-1.42E-05,-3.82E-06,-6.61E-06,-4.86E-05,1.69E-05,9.00E-06,1.26E-05,-6.83E-05,1.33E-06,1.54E-05,0.000172995,5.90E-05
0.9725,3.10E-05,-7.47E-06,-9.69E-06,-4.99E-05,1.24E-05,6.82E-06,1.68E-05,-5.68E-05,-2.63E-06,1.67E-05,0.000204663,5.79E-05
0.973,7.47E-05,-8.52E-06,-1.75E-05,-4.96E-05,7.30E-06,5.46E-06,1.94E-05,-4.55E-05,-6.78E-06,1.76E-05,0.000187213,5.85E-05
0.9735,9.51E-05,-8.09E-06,-2.76E-05,-4.89E-05,2.78E-06,4.74E-06,2.01E-05,-3.52E-05,-1.06E-05,1.88E-05,0.000113209,5.79E-05
0.974,8.60E-05,-8.80E-06,-3.72E-05,-4.81E-05,1.01E-06,3.70E-06,1.90E-05,-2.66E-05,-1.26E-05,1.96E-05,-3.59E-06,5.60E-05
0.9745,6.01E-05,-1.02E-05,-4.27E-05,-4.75E-05,1.67E-06,2.73E-06,1.65E-05,-1.67E-05,-1.16E-05,1.92E-05,-0.000121176,5.43E-05
0.975,3.66E-05,-9.89E-06,-4.38E-05,-4.80E-05,3.83E-06,2.36E-06,1.29E-05,-3.36E-06,-1.03E-05,1.88E-05,-0.000173943,5.26E-05
0.9755,2.47E-05,-8.33E-06,-4.23E-05,-5.04E-05,6.85E-06,2.38E-06,9.01E-06,1.09E-05,-1.13E-05,1.94E-05,-0.000138738,4.96E-05
0.976,2.24E-05,-6.79E-06,-3.96E-05,-5.20E-05,9.32E-06,2.89E-06,3.23E-06,2.25E-05,-1.39E-05,2.07E-05,-6.52E-05,4.46E-05
0.9765,2.07E-05,-5.66E-06,-3.32E-05,-4.96E-05,1.11E-05,3.18E-06,-5.42E-06,3.10E-05,-1.51E-05,2.11E-05,-1.71E-05,3.92E-05
0.977,7.66E-06,-4.84E-06,-1.99E-05,-4.37E-05,1.28E-05,3.22E-06,-1.61E-05,3.77E-05,-1.32E-05,2.08E-05,-2.27E-05,3.59E-05
0.9775,-2.49E-05,-4.01E-06,-4.24E-06,-3.87E-05,1.47E-05,4.69E-06,-2.78E-05,4.36E-05,-1.03E-05,2.03E-05,-7.66E-05,3.63E-05
0.978,-7.16E-05,-3.11E-06,3.57E-06,-3.74E-05,1.69E-05,7.87E-06,-4.09E-05,4.93E-05,-8.47E-06,2.11E-05,-0.000147554,4.00E-05
0.9785,-0.00011405,-1.45E-06,-2.00E-06,-3.85E-05,1.86E-05,1.14E-05,-5.39E-05,5.48E-05,-7.04E-06,2.31E-05,-0.000194526,4.49E-05
0.979,-0.000134887,1.87E-06,-1.79E-05,-4.01E-05,1.97E-05,1.43E-05,-6.55E-05,5.88E-05,-4.54E-06,2.54E-05,-0.000201181,4.87E-05
0.9795,-0.000128819,6.44E-06,-3.74E-05,-4.20E-05,2.05E-05,1.60E-05,-7.55E-05,6.08E-05,-1.63E-06,2.60E-05,-0.000191564,5.08E-05
0.98,-0.000102916,1.01E-05,-5.43E-05,-4.37E-05,2.14E-05,1.64E-05,-8.42E-05,6.12E-05,-1.08E-06,2.42E-05,-0.000192712,5.17E-05
0.9805,-6.95E-05,1.13E-05,-6.32E-05,-4.39E-05,2.25E-05,1.67E-05,-9.17E-05,6.14E-05,-4.36E-06,1.91E-05,-0.000184415,5.12E-05
0.981,-3.85E-05,1.14E-05,-6.01E-05,-4.22E-05,2.41E-05,1.85E-05,-9.76E-05,6.24E-05,-8.59E-06,1.10E-05,-0.0001108,4.79E-05
0.9815,-1.17E-05,1.29E-05,-4.52E-05,-4.04E-05,2.65E-05,2.15E-05,-0.000101488,6.42E-05,-8.91E-06,1.49E-06,5.26E-05,4.24E-05
0.982,1.66E-05,1.59E-05,-2.45E-05,-4.01E-05,2.91E-05,2.47E-05,-0.000103478,6.50E-05,-4.12E-06,-6.87E-06,0.000265689,3.77E-05
0.9825,5.16E-05,1.88E-05,-5.97E-06,-3.97E-05,3.09E-05,2.70E-05,-0.000104019,6.33E-05,2.78E-06,-1.21E-05,0.000461114,3.62E-05
0.983,8.70E-05,2.16E-05,6.82E-06,-3.46E-05,3.18E-05,2.84E-05,-0.000103104,5.94E-05,7.80E-06,-1.29E-05,0.000592089,3.73E-05
0.9835,0.000109477,2.52E-05,1.53E-05,-2.26E-05,3.21E-05,2.94E-05,-0.000100477,5.55E-05,9.27E-06,-9.38E-06,0.000636921,3.94E-05
0.984,0.000113571,2.93E-05,1.85E-05,-8.79E-06,3.21E-05,3.00E-05,-9.58E-05,5.31E-05,8.63E-06,-4.33E-06,0.000582816,3.97E-05
0.9845,0.000104673,3.21E-05,1.13E-05,-2.02E-06,3.22E-05,3.06E-05,-8.87E-05,5.18E-05,7.83E-06,1.43E-08,0.00042349,3.57E-05
0.985,9.00E-05,3.27E-05,-7.60E-06,-5.30E-06,3.23E-05,3.11E-05,-8.02E-05,5.03E-05,7.22E-06,3.21E-06,0.000167713,2.68E-05
0.9855,7.36E-05,3.16E-05,-3.25E-05,-1.55E-05,3.16E-05,3.14E-05,-7.16E-05,4.78E-05,7.19E-06,6.36E-06,-0.000167858,1.54E-05
0.986,5.73E-05,3.07E-05,-5.84E-05,-2.95E-05,3.05E-05,3.10E-05,-6.28E-05,4.46E-05,8.47E-06,1.15E-05,-0.000555386,3.97E-06
0.9865,4.17E-05,3.13E-05,-8.20E-05,-4.45E-05,3.01E-05,2.97E-05,-5.44E-05,4.00E-05,1.08E-05,1.89E-05,-0.000897276,-6.43E-06
0.987,2.55E-05,3.12E-05,-9.43E-05,-5.68E-05,2.98E-05,2.73E-05,-4.55E-05,3.40E-05,1.39E-05,2.68E-05,-0.00104423,-1.41E-05
0.9875,8.52E-06,2.87E-05,-8.69E-05,-6.46E-05,2.82E-05,2.38E-05,-3.62E-05,2.72E-05,1.80E-05,3.50E-05,-0.000954145,-1.56E-05
0.988,-7.05E-06,2.44E-05,-6.32E-05,-6.89E-05,2.58E-05,2.07E-05,-2.69E-05,2.09E-05,2.16E-05,4.28E-05,-0.000729319,-8.58E-06
0.9885,-2.20E-05,2.00E-05,-3.55E-05,-7.14E-05,2.42E-05,1.95E-05,-1.84E-05,1.69E-05,2.36E-05,4.88E-05,-0.000487276,5.74E-06
0.989,-3.64E-05,1.71E-05,-1.42E-05,-7.46E-05,2.43E-05,1.96E-05,-1.05E-05,1.46E-05,2.50E-05,5.12E-05,-0.0002775,2.25E-05
0.9895,-4.50E-05,1.60E-05,-4.51E-06,-7.97E-05,2.59E-05,1.93E-05,-2.89E-06,1.29E-05,2.63E-05,5.03E-05,-0.00010731,3.77E-05
0.99,-4.15E-05,1.65E-05,-7.54E-06,-8.57E-05,2.72E-05,1.76E-05,4.35E-06,1.04E-05,2.74E-05,4.57E-05,1.62E-05,5.20E-05
0.9905,-2.45E-05,1.63E-05,-1.88E-05,-9.02E-05,2.64E-05,1.53E-05,1.10E-05,6.89E-06,2.87E-05,3.89E-05,9.70E-05,6.48E-05
0.991,-2.03E-07,1.39E-05,-3.05E-05,-9.14E-05,2.41E-05,1.30E-05,1.77E-05,3.30E-06,3.03E-05,3.25E-05,0.000155995,7.03E-05
0.9915,2.00E-05,1.08E-05,-3.77E-05,-8.95E-05,2.11E-05,1.10E-05,2.43E-05,-5.38E-08,3.14E-05,2.74E-05,0.000208894,6.27E-05
0.992,2.61E-05,9.36E-06,-4.17E-05,-8.52E-05,1.77E-05,9.29E-06,3.08E-05,-3.06E-06,3.01E-05,2.22E-05,0.000244613,4.65E-05
0.9925,1.57E-05,9.07E-06,-4.67E-05,-8.00E-05,1.54E-05,7.31E-06,3.76E-05,-6.18E-06,2.50E-05,1.58E-05,0.000246327,3.23E-05
0.993,-5.29E-06,9.09E-06,-5.36E-05,-7.34E-05,1.47E-05,5.85E-06,4.46E-05,-9.28E-06,1.69E-05,8.90E-06,0.000221305,2.75E-05
0.9935,-2.78E-05,9.46E-06,-5.96E-05,-6.39E-05,1.46E-05,5.24E-06,5.04E-05,-1.24E-05,9.48E-06,2.42E-06,0.000195792,3.15E-05
0.994,-4.56E-05,1.00E-05,-6.42E-05,-5.18E-05,1.51E-05,5.09E-06,5.45E-05,-1.61E-05,5.98E-06,-2.65E-06,0.00018259,3.87E-05
0.9945,-5.60E-05,9.10E-06,-6.87E-05,-3.92E-05,1.58E-05,4.83E-06,5.77E-05,-2.00E-05,6.47E-06,-5.19E-06,0.000175227,4.55E-05
0.995,-5.26E-05,6.69E-06,-7.41E-05,-2.69E-05,1.66E-05,4.56E-06,6.11E-05,-2.38E-05,7.17E-06,-4.95E-06,0.000172112,5.33E-05
0.9955,-2.50E-05,5.72E-06,-7.90E-05,-1.19E-05,1.74E-05,5.28E-06,6.46E-05,-2.69E-05,5.18E-06,-3.10E-06,0.000179605,6.54E-05
0.996,1.94E-05,7.16E-06,-8.04E-05,9.48E-06,1.85E-05,6.69E-06,6.79E-05,-2.98E-05,2.80E-06,-6.81E-07,0.000194616,7.84E-05
0.9965,5.36E-05,9.50E-06,-7.62E-05,3.55E-05,1.97E-05,8.08E-06,7.17E-05,-3.23E-05,5.10E-06,1.26E-06,0.000211128,8.62E-05
0.997,5.64E-05,1.18E-05,-6.77E-05,5.71E-05,2.05E-05,9.62E-06,7.57E-05,-3.48E-05,1.22E-05,1.59E-06,0.00023585,8.44E-05
0.9975,3.28E-05,1.26E-05,-5.77E-05,6.64E-05,2.13E-05,1.10E-05,7.95E-05,-3.63E-05,2.02E-05,1.51E-07,0.000272771,7.33E-05
0.998,3.16E-06,1.23E-05,-4.79E-05,6.36E-05,2.26E-05,1.20E-05,8.26E-05,-3.58E-05,2.68E-05,-1.12E-06,0.000307366,5.90E-05
0.9985,-1.63E-05,1.43E-05,-4.10E-05,5.14E-05,2.38E-05,1.35E-05,8.52E-05,-3.34E-05,3.23E-05,1.61E-06,0.000327287,4.75E-05
0.999,-1.95E-05,1.81E-05,-3.82E-05,3.26E-05,2.48E-05,1.58E-05,8.76E-05,-3.13E-05,3.58E-05,8.61E-06,0.000354958,3.76E-05
0.9995,-8.51E-06,2.24E-05,-3.60E-05,1.13E-05,2.60E-05,1.85E-05,8.91E-05,-3.13E-05,3.56E-05,1.77E-05,0.000424206,2.55E-05
1,6.61E-06,2.69E-05,-3.10E-05,-7.14E-06,2.72E-05,2.09E-05,8.93E-05,-3.24E-05,3.26E-05,2.79E-05,0.000513328,1.31E-05
1.0005,1.62E-05,3.12E-05,-2.62E-05,-1.97E-05,2.75E-05,2.26E-05,8.87E-05,-3.40E-05,3.17E-05,3.77E-05,0.00055188,5.42E-06
1.001,1.75E-05,3.43E-05,-2.87E-05,-2.86E-05,2.78E-05,2.38E-05,8.85E-05,-3.59E-05,3.73E-05,4.50E-05,0.000502604,4.40E-06
1.0015,1.25E-05,3.62E-05,-3.92E-05,-3.60E-05,2.92E-05,2.47E-05,8.91E-05,-3.73E-05,4.61E-05,4.69E-05,0.000383698,7.70E-06
1.002,4.98E-06,3.77E-05,-5.31E-05,-4.53E-05,3.08E-05,2.59E-05,8.91E-05,-3.67E-05,5.04E-05,4.26E-05,0.000217095,1.15E-05
1.0025,-7.76E-07,3.81E-05,-7.18E-05,-5.78E-05,3.23E-05,2.73E-05,8.83E-05,-3.41E-05,4.85E-05,3.44E-05,-3.33E-05,1.23E-05
1.003,-1.38E-06,3.69E-05,-9.51E-05,-6.95E-05,3.43E-05,2.79E-05,8.72E-05,-3.15E-05,4.46E-05,2.49E-05,-0.000385555,1.01E-05
1.0035,2.58E-06,3.48E-05,-0.000108473,-7.44E-05,3.69E-05,2.82E-05,8.59E-05,-2.98E-05,4.19E-05,1.68E-05,-0.000715478,7.45E-06
1.004,4.87E-06,3.38E-05,-0.000100551,-7.15E-05,3.97E-05,2.86E-05,8.38E-05,-2.96E-05,4.24E-05,1.22E-05,-0.000849548,4.50E-06
1.0045,-6.25E-07,3.46E-05,-7.99E-05,-6.51E-05,4.19E-05,2.92E-05,8.09E-05,-3.07E-05,4.72E-05,1.05E-05,-0.00075052,2.50E-06
1.005,-1.47E-05,3.59E-05,-6.20E-05,-5.95E-05,4.29E-05,2.90E-05,7.70E-05,-3.21E-05,5.40E-05,9.20E-06,-0.000524717,5.98E-06
1.0055,-3.09E-05,3.64E-05,-5.13E-05,-5.60E-05,4.27E-05,2.85E-05,7.24E-05,-3.31E-05,5.72E-05,6.76E-06,-0.000294934,1.85E-05
1.006,-4.16E-05,3.61E-05,-4.21E-05,-5.50E-05,4.19E-05,2.82E-05,6.79E-05,-3.29E-05,5.51E-05,4.02E-06,-0.000123998,3.82E-05
1.0065,-4.47E-05,3.52E-05,-3.15E-05,-5.51E-05,4.13E-05,2.82E-05,6.33E-05,-3.23E-05,5.04E-05,3.03E-06,-3.37E-05,5.77E-05
1.007,-4.29E-05,3.45E-05,-2.43E-05,-5.52E-05,4.10E-05,2.85E-05,5.85E-05,-3.23E-05,4.64E-05,5.43E-06,-3.30E-05,6.96E-05
1.0075,-3.96E-05,3.52E-05,-2.61E-05,-5.49E-05,4.10E-05,2.86E-05,5.25E-05,-3.33E-05,4.37E-05,1.07E-05,-0.000101876,7.24E-05
1.008,-3.69E-05,3.69E-05,-3.55E-05,-5.48E-05,4.02E-05,2.82E-05,4.56E-05,-3.44E-05,4.17E-05,1.61E-05,-0.000174566,6.95E-05
1.0085,-3.40E-05,3.66E-05,-4.44E-05,-5.47E-05,3.84E-05,2.67E-05,3.85E-05,-3.50E-05,3.80E-05,1.98E-05,-0.000179895,6.61E-05
1.009,-2.99E-05,3.35E-05,-4.68E-05,-5.45E-05,3.66E-05,2.37E-05,3.19E-05,-3.54E-05,3.09E-05,2.20E-05,-0.000102986,6.50E-05
1.0095,-2.79E-05,3.01E-05,-4.29E-05,-5.44E-05,3.53E-05,2.04E-05,2.64E-05,-3.53E-05,2.26E-05,2.39E-05,1.10E-05,6.50E-05
1.01,-3.37E-05,2.91E-05,-3.80E-05,-5.52E-05,3.43E-05,1.71E-05,2.22E-05,-3.47E-05,1.90E-05,2.44E-05,0.000110223,6.16E-05
1.0105,-4.34E-05,2.94E-05,-3.67E-05,-5.75E-05,3.32E-05,1.34E-05,1.92E-05,-3.43E-05,2.31E-05,2.24E-05,0.000174864,5.16E-05
1.011,-4.43E-05,2.91E-05,-4.02E-05,-6.12E-05,3.21E-05,9.54E-06,1.70E-05,-3.40E-05,3.10E-05,1.85E-05,0.000210747,3.57E-05
1.0115,-2.77E-05,2.74E-05,-4.68E-05,-6.51E-05,3.06E-05,6.64E-06,1.53E-05,-3.30E-05,3.56E-05,1.43E-05,0.00022908,1.56E-05
1.012,2.27E-06,2.49E-05,-5.29E-05,-6.81E-05,2.93E-05,4.68E-06,1.41E-05,-3.06E-05,3.42E-05,1.14E-05,0.000236658,-6.04E-06
1.0125,3.27E-05,2.22E-05,-5.63E-05,-7.01E-05,2.87E-05,3.41E-06,1.32E-05,-2.78E-05,2.97E-05,1.08E-05,0.000235536,-2.40E-05
1.013,5.31E-05,1.92E-05,-5.74E-05,-7.15E-05,2.88E-05,2.45E-06,1.21E-05,-2.57E-05,2.66E-05,1.19E-05,0.0002247,-3.22E-05
1.0135,6.27E-05,1.65E-05,-5.83E-05,-7.29E-05,2.91E-05,8.36E-07,1.06E-05,-2.37E-05,2.67E-05,1.25E-05,0.000202555,-2.89E-05
1.014,6.62E-05,1.36E-05,-6.02E-05,-7.59E-05,2.89E-05,-9.09E-07,9.37E-06,-2.11E-05,2.87E-05,1.11E-05,0.000168645,-1.89E-05
1.0145,6.56E-05,1.11E-05,-6.03E-05,-7.99E-05,2.91E-05,-1.87E-06,7.57E-06,-1.96E-05,2.97E-05,7.03E-06,0.000125289,-8.29E-06
1.015,5.99E-05,1.03E-05,-5.77E-05,-8.31E-05,3.03E-05,-2.30E-06,4.35E-06,-2.07E-05,2.84E-05,1.50E-06,8.53E-05,2.57E-06
1.0155,5.21E-05,1.12E-05,-5.36E-05,-8.56E-05,3.18E-05,-2.25E-06,-1.89E-07,-2.27E-05,2.61E-05,-2.55E-06,7.17E-05,1.47E-05
1.016,4.60E-05,1.26E-05,-4.96E-05,-8.62E-05,3.29E-05,-1.20E-06,-5.51E-06,-2.26E-05,2.44E-05,-2.77E-06,9.41E-05,2.74E-05
1.0165,4.17E-05,1.40E-05,-4.51E-05,-8.39E-05,3.36E-05,3.85E-07,-9.99E-06,-2.00E-05,2.34E-05,3.37E-07,0.000136517,3.98E-05
1.017,3.90E-05,1.54E-05,-3.89E-05,-7.84E-05,3.54E-05,1.63E-06,-1.35E-05,-1.67E-05,2.25E-05,5.06E-06,0.000173368,5.01E-05
1.0175,4.00E-05,1.77E-05,-3.23E-05,-7.03E-05,3.75E-05,1.51E-06,-1.68E-05,-1.36E-05,2.26E-05,1.11E-05,0.00018731,5.61E-05
1.018,4.44E-05,2.15E-05,-2.87E-05,-6.15E-05,3.89E-05,6.72E-07,-1.95E-05,-1.11E-05,2.36E-05,1.79E-05,0.000176073,5.66E-05
1.0185,4.82E-05,2.52E-05,-3.19E-05,-5.54E-05,4.07E-05,5.80E-07,-2.14E-05,-8.67E-06,2.52E-05,2.52E-05,0.000148551,5.40E-05
1.019,5.02E-05,2.67E-05,-4.20E-05,-5.26E-05,4.30E-05,1.79E-06,-2.27E-05,-6.86E-06,2.85E-05,3.14E-05,0.000111196,5.42E-05
1.0195,5.21E-05,2.65E-05,-5.34E-05,-5.19E-05,4.46E-05,3.59E-06,-2.33E-05,-5.38E-06,3.33E-05,3.41E-05,6.46E-05,5.97E-05
1.02,5.57E-05,2.66E-05,-5.73E-05,-5.25E-05,4.56E-05,5.35E-06,-2.32E-05,-3.62E-06,3.72E-05,3.31E-05,1.41E-05,6.66E-05
1.0205,5.94E-05,2.73E-05,-5.19E-05,-5.36E-05,4.68E-05,7.18E-06,-2.34E-05,-1.72E-06,3.82E-05,3.02E-05,-2.65E-05,6.99E-05
1.021,6.16E-05,2.76E-05,-4.30E-05,-5.50E-05,4.81E-05,8.85E-06,-2.44E-05,-4.34E-07,3.71E-05,2.78E-05,-4.36E-05,6.92E-05
1.0215,6.36E-05,2.86E-05,-3.39E-05,-5.48E-05,4.98E-05,1.08E-05,-2.58E-05,6.62E-07,3.57E-05,2.59E-05,-3.89E-05,6.60E-05
1.022,6.50E-05,3.24E-05,-2.36E-05,-5.21E-05,5.21E-05,1.29E-05,-2.74E-05,1.62E-06,3.63E-05,2.38E-05,-1.69E-05,6.29E-05
1.0225,6.59E-05,3.74E-05,-1.11E-05,-4.72E-05,5.43E-05,1.49E-05,-2.93E-05,2.74E-06,3.89E-05,2.03E-05,2.56E-05,6.30E-05
1.023,6.80E-05,4.05E-05,2.10E-06,-4.14E-05,5.61E-05,1.63E-05,-3.15E-05,4.46E-06,4.07E-05,1.47E-05,9.01E-05,6.74E-05
1.0235,7.18E-05,4.05E-05,1.17E-05,-3.59E-05,5.69E-05,1.71E-05,-3.37E-05,6.20E-06,4.07E-05,8.64E-06,0.00016473,7.18E-05
1.024,7.47E-05,3.89E-05,1.39E-05,-3.15E-05,5.72E-05,1.70E-05,-3.58E-05,6.47E-06,4.06E-05,3.94E-06,0.000228476,6.79E-05
1.0245,7.40E-05,3.74E-05,9.93E-06,-2.86E-05,5.79E-05,1.57E-05,-3.75E-05,5.91E-06,4.17E-05,2.42E-06,0.0002651,4.97E-05
1.025,6.89E-05,3.70E-05,3.50E-06,-2.68E-05,5.84E-05,1.43E-05,-3.84E-05,5.93E-06,4.45E-05,4.67E-06,0.000270662,1.93E-05
1.0255,6.27E-05,3.64E-05,-2.18E-06,-2.54E-05,5.82E-05,1.37E-05,-3.82E-05,6.89E-06,4.75E-05,8.76E-06,0.000254892,-1.21E-05
1.026,6.03E-05,3.39E-05,-6.13E-06,-2.45E-05,5.82E-05,1.41E-05,-3.73E-05,9.09E-06,4.77E-05,1.30E-05,0.000236428,-3.08E-05
1.0265,6.24E-05,3.06E-05,-1.03E-05,-2.49E-05,5.89E-05,1.47E-05,-3.71E-05,1.08E-05,4.43E-05,1.48E-05,0.000229307,-3.39E-05
1.027,6.58E-05,2.79E-05,-1.54E-05,-2.62E-05,5.97E-05,1.43E-05,-3.79E-05,1.02E-05,3.85E-05,1.14E-05,0.000239513,-2.67E-05
1.0275,7.13E-05,2.67E-05,-1.71E-05,-2.74E-05,6.01E-05,1.31E-05,-3.84E-05,8.63E-06,3.24E-05,5.25E-06,0.00026905,-1.56E-05
1.028,8.21E-05,2.83E-05,-1.31E-05,-2.92E-05,5.97E-05,1.17E-05,-3.92E-05,7.33E-06,2.72E-05,-1.64E-07,0.000308555,-4.39E-06
1.0285,9.70E-05,3.07E-05,-7.55E-06,-3.15E-05,5.81E-05,1.00E-05,-4.07E-05,4.47E-06,2.38E-05,-2.97E-06,0.000337105,4.97E-06
1.029,0.000109908,3.17E-05,-6.66E-06,-3.34E-05,5.64E-05,8.48E-06,-4.24E-05,-4.88E-07,2.22E-05,-1.69E-06,0.000338206,1.13E-05
1.0295,0.000116202,3.06E-05,-1.11E-05,-3.56E-05,5.57E-05,7.11E-06,-4.26E-05,-4.58E-06,2.10E-05,4.74E-06,0.000311079,1.74E-05
1.03,0.000114817,2.76E-05,-1.91E-05,-3.84E-05,5.48E-05,5.45E-06,-4.15E-05,-5.26E-06,1.83E-05,1.48E-05,0.000258005,2.67E-05
1.0305,0.000106474,2.34E-05,-3.45E-05,-4.19E-05,5.33E-05,3.46E-06,-3.97E-05,-3.30E-06,1.47E-05,2.36E-05,0.00017153,3.66E-05
1.031,9.24E-05,1.90E-05,-6.03E-05,-4.47E-05,5.22E-05,1.56E-06,-3.83E-05,-1.88E-06,1.21E-05,2.72E-05,5.89E-05,4.20E-05
1.0315,7.41E-05,1.51E-05,-8.73E-05,-4.60E-05,5.11E-05,4.16E-08,-3.71E-05,-3.06E-06,1.22E-05,2.61E-05,-3.87E-05,4.33E-05
1.032,5.41E-05,1.08E-05,-0.000100427,-4.61E-05,4.99E-05,-7.85E-07,-3.58E-05,-6.08E-06,1.47E-05,2.31E-05,-9.37E-05,4.53E-05
1.0325,3.50E-05,5.35E-06,-9.75E-05,-4.64E-05,4.94E-05,-9.19E-07,-3.50E-05,-8.80E-06,1.78E-05,2.04E-05,-0.000138944,4.90E-05
1.033,1.97E-05,-3.29E-07,-8.97E-05,-4.86E-05,4.91E-05,-5.56E-07,-3.48E-05,-1.01E-05,1.97E-05,1.91E-05,-0.000223593,5.12E-05
1.0335,8.41E-06,-4.55E-06,-8.72E-05,-5.31E-05,4.83E-05,3.22E-08,-3.48E-05,-1.05E-05,1.92E-05,1.83E-05,-0.000338491,5.04E-05
1.034,1.20E-07,-7.50E-06,-8.97E-05,-5.79E-05,4.73E-05,5.88E-07,-3.42E-05,-1.12E-05,1.63E-05,1.75E-05,-0.000433327,4.91E-05
1.0345,-4.68E-06,-1.05E-05,-9.14E-05,-6.10E-05,4.64E-05,6.27E-07,-3.37E-05,-1.22E-05,1.23E-05,1.62E-05,-0.000489156,5.05E-05
1.035,-5.87E-06,-1.40E-05,-8.93E-05,-6.09E-05,4.52E-05,5.91E-08,-3.30E-05,-1.30E-05,9.17E-06,1.43E-05,-0.000525992,5.59E-05
